0,-0.155589029,-3,20,-0.031466764,9.828789443,-0.002231227,-2,22
50,-0.130881071,-6,20,-0.046520594,9.814481306,-0.170557797,-3,65535
100,-0.10925433,-10,20,-0.048658491,9.808075097,-0.062134001,5,20
150,-0.072185308,-15,21,-0.032185478,9.840024283,-0.16273427,-4,22
200,-0.113647565,-11,20,-0.027713299,9.834333773,0.024483368,-1,20
250,-0.160219163,-6,20,-0.039502816,9.808870318,0.0496617,0,21
300,-0.139968157,-9,21,-0.028257446,9.811990392,-0.092670538,1,21
350,-0.182921797,-4,21,-0.052047684,9.812842916,-0.057541735,2,22
400,-0.13997741,-10,20,-0.032808668,9.837863152,-0.198380575,-6,19
450,-0.207429498,-2,19,-0.04581436,9.831978514,-0.028957168,3,23
500,-0.18519944,-5,20,-0.044666163,9.814715195,0.171870634,2,19
550,-0.167162791,-8,20,-0.027490904,9.823736279,-0.002422933,-1,22
600,-0.238400459,0,21,-0.025778786,9.798261715,-0.026364457,-3,21
650,-0.250908345,2,22,-0.041654774,9.813560954,0.181505322,4,25
700,-0.236258179,1,21,-0.04491927,9.823008885,0.008234111,3,20
750,-0.195055857,-3,23,-0.042492927,9.816974559,0.053326115,-1,24
800,-0.214610085,-1,22,-0.040661373,9.818363857,0.107730672,0,22
850,-0.189762115,-4,22,-0.029868222,9.79227475,0.055346005,0,21
900,-0.010230022,1,23,-0.037973326,9.818361518,0.062164754,1,23
950,-0.023966968,0,21,-0.041756867,9.815936093,-0.013762524,0,21
1000,-0.069881693,0,21,-0.037027658,9.829926142,0.025633546,-2,22
1050,-0.164496064,2,21,-0.035743942,9.804688389,-0.006044075,4,20
1100,0.06689591,-8,21,-0.024351762,9.805448527,-0.011447274,-1,22
1150,0.015158172,-7,21,-0.045412862,9.80004687,0.130513549,-1,22
1200,-0.054926176,-6,21,-0.046903979,9.806298712,-0.101143375,-1,21
1250,-0.116788037,-3,21,-0.035099525,9.802173502,-0.009674251,0,22
1300,-0.142176628,-2,22,-0.039110258,9.802061235,-0.175600916,1,23
1350,-0.089798547,-6,23,-0.027701052,9.818969629,-0.21315521,-3,24
1400,-0.090171747,-7,22,-0.048553538,9.813088499,0.050154876,-4,22
1450,-0.105371095,-7,21,-0.023674874,9.800522248,0.041685127,-4,21
1500,-0.13636522,-4,21,-0.035248921,9.832178489,0.069214456,3,21
1550,-0.114940375,-6,21,-0.056293722,9.833409913,-0.138093814,0,21
1600,-0.178187802,-2,22,-0.050755659,9.827970833,0.164414212,0,24
1650,-0.109144419,-9,21,-0.048902032,9.824959517,-0.136898994,-1,21
1700,-0.139705151,-7,22,-0.041057061,9.805194758,0.097181268,2,22
1750,-0.144941509,-6,22,-0.052485763,9.814633334,-0.019190466,1,22
1800,-0.15466404,-7,22,-0.043478534,9.807588608,-0.092178166,-1,22
1850,-0.146999255,-8,23,-0.024205698,9.807640064,0.181400612,-4,23
1900,-0.190295309,-3,22,-0.033803738,9.825348941,0.055526227,0,21
1950,-0.209629446,-1,23,-0.024601666,9.78897926,0.008672601,0,24
2000,-0.210421801,-1,22,-0.027885045,9.827138189,0.289534301,1,22
2050,-0.23025015,1,22,-0.014614326,9.817041217,-0.029855853,2,21
2100,-0.204472393,0,21,-0.273061097,9.888799417,-0.591976225,-3,21
2150,-0.195299625,0,21,0.159188126,9.983207392,2.10001564,-1,21
2200,-0.168637946,-4,20,0.225237031,10.06484037,-5.377481937,-2,21
2250,-0.076421492,-15,21,-0.215740221,10.40409582,3.083588362,-4,23
2300,0.027464841,-28,20,0.063903526,9.632142903,-6.372247696,-8,20
2350,0.275411248,-38,18,0.119954405,9.484203669,20.00285339,0,19
2400,0.44611454,-50,17,-0.032395331,9.736710999,9.761795044,-9,22
2450,0.507608294,-61,14,0.225046996,10.40169846,3.019947529,-6,11
2500,0.510716617,-71,9,-0.005230541,9.974323132,3.402523518,-3,1
